Timestamp,FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P201,P202,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603,Normal/Attack,log_id,expected_template,group_id,is_anomaly,annotation_note
 31/12/2015 5:23:21 AM,0,813.6312,1,1,1,193.0915,8.597988,344.527,0,1,1,1,1,1,1,1,2.003969,0,1014.724,1,1,1,2,1,1,148.8032,328.1979,0,247.5135,1,1,1,1,1,7.567483,243.2197,267.4314,15.41912,0.000897206,0.001152812,0.000896201,0,1,1,10.06152,0,3.829146,0,1,1,1,Attack,0,FIT101=<FLOAT> LIT101=<FLOAT> MV101=<STATE> P101=<STATE> AIT201=<FLOAT>,SWAT_ATTACK,True,Process-aware SWaT telemetry template
 31/12/2015 5:47:02 AM,0,813.3564,1,1,1,193.0274,8.593822,347.2443,0,1,1,1,1,1,1,1,2.010372,0,1015.845,1,1,1,2,1,1,148.808,329.3258,0,247.5904,1,1,1,1,1,7.554025,239.7334,267.6557,15.49603,0.000897206,0.001152812,0.000896201,0,1,1,10.06152,0,3.749039,0,1,1,1,Attack,1,FIT101=<FLOAT> LIT101=<FLOAT> MV101=<STATE> P101=<STATE> AIT201=<FLOAT>,SWAT_ATTACK,True,Process-aware SWaT telemetry template
 31/12/2015 7:45:43 AM,0,813.9452,1,1,1,192.8993,8.570431,358.2671,0,1,1,1,1,1,1,1,1.997567,0,1015.565,1,1,1,2,1,1,148.808,331.7867,0,246.4368,1,1,1,1,1,7.494745,215.15,268.4248,15.57293,0.000897206,0.001152812,0.000896201,0,1,1,9.901307,0,3.636888,0,1,1,1,Attack,2,FIT101=<FLOAT> LIT101=<FLOAT> MV101=<STATE> P101=<STATE> AIT201=<FLOAT>,SWAT_ATTACK,True,Process-aware SWaT telemetry template
 31/12/2015 11:00:29 AM,0,813.6312,1,1,1,197.8659,8.524929,369.9821,0,1,1,1,1,1,1,1,2.042384,0,1016.727,1,1,1,2,1,1,148.808,325.6857,0,249.0131,1,1,1,1,1,7.438349,186.3368,269.9308,15.68828,0.001025378,0.001152812,0.001152258,0,1,1,9.644963,0,3.316457,0,1,1,1,Attack,3,FIT101=<FLOAT> LIT101=<FLOAT> MV101=<STATE> P101=<STATE> AIT201=<FLOAT>,SWAT_ATTACK,True,Process-aware SWaT telemetry template
 31/12/2015 1:55:20 AM,2.44179,718.6788,2,1,1,188.3491,8.635479,310.2281,0,1,1,1,1,1,1,1,2.019976,0,1010.718,1,1,1,1,1,1,148.808,146.8085,1.712107,806.5624,1,2,1,1,2,7.769034,140.605,264.6437,15.30377,1.727634,1.278084,0.7327082,0.3074656,2,1,248.5901,0.8169672,187.0834,0,1,1,1,Attack,4,FIT101=<FLOAT> LIT101=<FLOAT> MV101=<STATE> P101=<STATE> AIT201=<FLOAT>,SWAT_ATTACK,True,Process-aware SWaT telemetry template
 31/12/2015 9:02:16 AM,0,813.1602,1,1,1,193.0915,8.55505,363.4966,0,1,1,1,1,1,1,1,2.026378,0,1015.565,1,1,1,2,1,1,148.8128,331.3766,0,248.4747,1,1,1,1,1,7.471354,202.4609,269.1938,15.68828,0.000897206,0.001152812,0.001024229,0,1,1,9.741092,0,3.508716,0,1,1,1,Attack,5,FIT101=<FLOAT> LIT101=<FLOAT> MV101=<STATE> P101=<STATE> AIT201=<FLOAT>,SWAT_ATTACK,True,Process-aware SWaT telemetry template
 28/12/2015 11:25:40 AM,2.464209,796.0323,2,1,1,263.362,8.446424,318.021,0,1,1,1,1,1,1,1,2.003969,0,869.9292,1,1,1,1,1,1,148.808,154.9346,1.719027,956.7162,1,2,1,1,2,7.879582,144.1938,263.7465,12.26609,1.726737,1.302165,0.7353967,0.3084265,2,1,249.3591,1.69801,188.3812,0.000128152,1,1,1,Attack,6,FIT101=<FLOAT> LIT101=<FLOAT> MV101=<STATE> P101=<STATE> AIT201=<FLOAT>,SWAT_ATTACK,True,Process-aware SWaT telemetry template
 31/12/2015 5:45:58 AM,0,814.1022,1,1,1,193.0274,8.591579,347.1418,0,1,1,1,1,1,1,1,2.013573,0,1016.046,1,1,1,2,1,1,148.808,329.3258,0,248.6286,1,1,1,1,1,7.555947,239.8103,267.6557,15.53448,0.000897206,0.001793263,0.000896201,0,1,1,10.06152,0,3.749039,0,1,1,1,Attack,7,FIT101=<FLOAT> LIT101=<FLOAT> MV101=<STATE> P101=<STATE> AIT201=<FLOAT>,SWAT_ATTACK,True,Process-aware SWaT telemetry template
 31/12/2015 7:01:57 AM,0,813.7097,1,1,1,192.8993,8.581005,354.4732,0,1,1,1,1,1,1,1,2.010372,0,1016.086,1,1,1,2,1,1,148.8032,332.1969,0,247.6673,1,1,1,1,1,7.513971,224.8654,268.1043,15.61138,0.000897206,0.000768541,0.000896201,0,1,1,10.01346,0,3.733017,0,1,1,1,Attack,8,FIT101=<FLOAT> LIT101=<FLOAT> MV101=<STATE> P101=<STATE> AIT201=<FLOAT>,SWAT_ATTACK,True,Process-aware SWaT telemetry template
 31/12/2015 7:59:26 AM,0,813.5134,1,1,1,193.0595,8.546398,360.0615,0,1,1,1,1,1,1,1,1.997567,0,1015.084,1,1,1,2,1,1,148.808,332.0174,0,248.4747,1,1,1,1,1,7.489939,212.1764,268.5529,15.72674,0.000897206,0.001152812,0.001024229,0,1,1,9.901307,0,3.65291,0,1,1,1,Attack,9,FIT101=<FLOAT> LIT101=<FLOAT> MV101=<STATE> P101=<STATE> AIT201=<FLOAT>,SWAT_ATTACK,True,Process-aware SWaT telemetry template
